                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.41565,                0.33551,                0.99733,                0.87113,                0.91304,                 0.9375,                0.66103,                 1.1331,                0.62753,                 1.4509,              0.0009308,              0.0009308,              0.0009308
                    110,                 0.3927,                0.31429,                0.98706,                0.87407,                0.90561,                0.93122,                0.69831,                0.96425,                0.63083,                 1.3303,              0.0009209,              0.0009209,              0.0009209
                    111,                0.39131,                0.31835,                0.98973,                0.86268,                0.91304,                0.93226,                0.68736,                 1.0461,                0.62831,                 1.3972,               0.000911,               0.000911,               0.000911
                    112,                0.39004,                0.31543,                0.98173,                 0.8735,                  0.901,                0.92203,                0.66368,                 1.1091,                0.64664,                 1.4776,              0.0009011,              0.0009011,              0.0009011
                    113,                0.39527,                0.32312,                0.98246,                0.95401,                0.90219,                0.95237,                0.67106,                 1.0795,                0.59224,                 1.4782,              0.0008912,              0.0008912,              0.0008912
                    114,                0.39533,                0.32002,                0.98711,                0.94187,                0.91304,                0.94373,                0.69059,                 1.1361,                 0.5795,                 1.5667,              0.0008813,              0.0008813,              0.0008813
                    115,                0.37379,                0.30774,                0.97839,                0.91007,                0.91304,                0.92836,                0.64112,                 1.1779,                0.65682,                 1.5387,              0.0008714,              0.0008714,              0.0008714
                    116,                0.38787,                 0.3208,                 0.9862,                0.91207,                0.90235,                0.94875,                0.70419,                 1.0964,                0.52141,                 1.4658,              0.0008615,              0.0008615,              0.0008615
                    117,                0.39025,                0.31383,                0.99066,                0.87481,                0.91304,                0.96079,                0.70098,                 1.0236,                0.61162,                 1.4321,              0.0008516,              0.0008516,              0.0008516
                    118,                0.38393,                0.29843,                0.98187,                0.95371,                 0.8963,                  0.973,                0.70548,                0.95615,                0.56569,                 1.3983,              0.0008417,              0.0008417,              0.0008417
                    119,                 0.4009,                0.31102,                0.98649,                0.90792,                0.91304,                 0.9594,                0.73413,                 0.9519,                0.53786,                 1.4106,              0.0008318,              0.0008318,              0.0008318
                    120,                0.41165,                0.32205,                0.99597,                 0.8385,                0.90323,                0.93023,                0.69909,                 1.0365,                0.58155,                  1.534,              0.0008219,              0.0008219,              0.0008219
                    121,                0.39445,                0.31062,                0.98592,                0.83679,                0.91304,                0.92021,                0.69844,                  1.035,                0.67317,                 1.4869,               0.000812,               0.000812,               0.000812
                    122,                0.37781,                0.30459,                 0.9754,                0.90531,                0.91304,                0.93095,                0.66993,                 1.0672,                0.69251,                 1.4953,              0.0008021,              0.0008021,              0.0008021
                    123,                0.37984,                0.31492,                0.98538,                0.87413,                0.91304,                0.92425,                0.67093,                 1.0564,                0.64835,                 1.4903,              0.0007922,              0.0007922,              0.0007922
                    124,                0.36394,                0.29363,                0.96739,                 0.9029,                0.91304,                0.93505,                0.69012,                 1.0468,                0.66292,                 1.4914,              0.0007823,              0.0007823,              0.0007823
                    125,                0.37743,                0.30026,                0.97069,                0.95417,                0.90547,                0.94972,                0.69188,                 1.0369,                0.57701,                 1.4243,              0.0007724,              0.0007724,              0.0007724
                    126,                0.38596,                0.30624,                0.98056,                 0.9092,                0.91304,                0.95423,                0.68169,                 1.0793,                0.61747,                 1.5577,              0.0007625,              0.0007625,              0.0007625
                    127,                0.37457,                0.30528,                0.97538,                 0.8797,                0.95393,                0.96141,                0.67715,                 1.0844,                0.57784,                 1.5077,              0.0007526,              0.0007526,              0.0007526
                    128,                0.35589,                0.30042,                0.97475,                0.92816,                0.86957,                 0.9484,                0.66185,                  1.074,                0.64314,                 1.5312,              0.0007427,              0.0007427,              0.0007427
                    129,                0.36381,                0.28789,                0.95443,                 0.9122,                0.86957,                0.94509,                0.67339,                 1.0669,                0.62225,                 1.4885,              0.0007328,              0.0007328,              0.0007328
                    130,                0.35662,                0.28641,                0.96304,                0.91047,                0.91304,                0.94769,                0.65768,                 1.1465,                0.64166,                 1.5404,              0.0007229,              0.0007229,              0.0007229
                    131,                0.36243,                0.29283,                0.95255,                0.90982,                0.91304,                0.93937,                0.66745,                 1.1737,                0.69454,                 1.5961,               0.000713,               0.000713,               0.000713
                    132,                0.35133,                 0.2832,                0.95424,                0.92987,                0.86957,                0.94128,                0.67285,                  1.081,                0.66013,                 1.4403,              0.0007031,              0.0007031,              0.0007031
                    133,                0.34623,                0.28412,                0.95494,                0.83963,                0.91066,                0.94288,                0.68218,                 1.0431,                0.62086,                 1.3674,              0.0006932,              0.0006932,              0.0006932
                    134,                0.36371,                0.28626,                0.97288,                0.95193,                0.86127,                0.92349,                0.64644,                 1.0936,                0.65403,                 1.4886,              0.0006833,              0.0006833,              0.0006833
                    135,                0.35893,                0.27763,                 0.9589,                  0.954,                0.90211,                0.94077,                0.65819,                 1.1739,                0.53165,                 1.6021,              0.0006734,              0.0006734,              0.0006734
                    136,                0.33958,                0.27015,                0.95628,                      1,                0.81754,                0.93979,                0.66444,                  1.165,                0.62379,                 1.5414,              0.0006635,              0.0006635,              0.0006635
                    137,                0.34766,                0.28626,                0.95676,                      1,                0.90733,                0.94817,                0.69788,                 1.0638,                0.62333,                 1.5096,              0.0006536,              0.0006536,              0.0006536
                    138,                0.34312,                0.27346,                0.95455,                0.97539,                0.91304,                0.93413,                0.66144,                 1.1035,                0.64146,                 1.5787,              0.0006437,              0.0006437,              0.0006437
                    139,                 0.3404,                  0.275,                0.95402,                0.94589,                0.91304,                0.95378,                 0.6801,                 1.0137,                0.63206,                 1.4573,              0.0006338,              0.0006338,              0.0006338
                    140,                  0.341,                0.27625,                0.95414,                0.93922,                0.91304,                0.95908,                0.67094,                 1.1314,                0.60362,                 1.5685,              0.0006239,              0.0006239,              0.0006239
                    141,                0.31982,                0.25704,                0.94408,                0.98996,                0.86957,                0.96239,                0.71124,                 1.0303,                0.53045,                 1.4612,               0.000614,               0.000614,               0.000614
                    142,                0.34078,                0.26943,                0.95264,                0.97439,                0.82609,                0.94671,                0.68931,                 1.0477,                0.60061,                 1.5126,              0.0006041,              0.0006041,              0.0006041
                    143,                0.33679,                 0.2606,                0.95756,                0.89658,                0.91304,                0.94884,                0.69353,                 1.0464,                0.56437,                 1.5157,              0.0005942,              0.0005942,              0.0005942
                    144,                0.32042,                0.27401,                0.94526,                 0.8747,                0.91068,                0.92552,                0.65211,                 1.0561,                0.58592,                 1.5295,              0.0005843,              0.0005843,              0.0005843
                    145,                0.31657,                 0.2603,                0.94479,                0.94408,                0.86957,                0.93459,                0.66491,                 1.0835,                0.55946,                 1.5699,              0.0005744,              0.0005744,              0.0005744
                    146,                0.33597,                0.26806,                0.95737,                0.92187,                0.86957,                0.93935,                 0.6773,                 1.1681,                0.47838,                 1.6199,              0.0005645,              0.0005645,              0.0005645
                    147,                0.32866,                0.26763,                0.95319,                0.94266,                0.86957,                 0.9279,                 0.6476,                  1.075,                0.57063,                 1.5267,              0.0005546,              0.0005546,              0.0005546
                    148,                0.32446,                0.26432,                0.94363,                0.97133,                0.86957,                0.94724,                0.68685,                 1.0224,                0.55928,                 1.4738,              0.0005447,              0.0005447,              0.0005447
                    149,                 0.3313,                0.26947,                0.94548,                0.93261,                0.91304,                0.95207,                0.69879,                 1.0211,                0.50827,                  1.454,              0.0005348,              0.0005348,              0.0005348
                    150,                0.33412,                0.27649,                0.95907,                0.93405,                0.91304,                0.94661,                0.69179,                 1.0873,                0.52827,                  1.517,              0.0005249,              0.0005249,              0.0005249
                    151,                0.32193,                0.27126,                0.94878,                0.90718,                0.91304,                0.93767,                0.68864,                0.99945,                0.62839,                 1.4733,               0.000515,               0.000515,               0.000515
                    152,                0.31888,                0.27082,                 0.9476,                 0.8365,                0.91304,                0.91005,                 0.6616,                 1.0296,                0.63579,                 1.5515,              0.0005051,              0.0005051,              0.0005051
                    153,                0.30063,                0.25343,                0.93313,                 0.8349,                 0.8798,                0.93354,                0.66876,                 1.1038,                0.63743,                  1.641,              0.0004952,              0.0004952,              0.0004952
                    154,                0.31613,                0.26344,                0.94493,                0.95396,                0.90137,                0.94984,                 0.6998,                 1.0245,                0.63948,                 1.5193,              0.0004853,              0.0004853,              0.0004853
                    155,                0.31217,                0.26082,                0.93961,                0.95053,                0.83572,                0.94836,                0.68185,                 1.0431,                0.61057,                 1.4804,              0.0004754,              0.0004754,              0.0004754
                    156,                0.30566,                0.24823,                0.93343,                0.86826,                0.86957,                0.91472,                0.66353,                 1.1046,                 0.5797,                 1.4793,              0.0004655,              0.0004655,              0.0004655
                    157,                 0.3051,                 0.2504,                0.93421,                0.87353,                0.91304,                0.94641,                0.68962,                 1.0567,                 0.5827,                 1.4613,              0.0004556,              0.0004556,              0.0004556
                    158,                0.30358,                0.25293,                0.93889,                0.90755,                0.91304,                0.95706,                0.68531,                 1.0308,                0.59489,                 1.4397,              0.0004457,              0.0004457,              0.0004457
                    159,                 0.3024,                 0.2504,                0.92921,                 0.8748,                0.91143,                0.94468,                0.70245,                0.93725,                0.57739,                 1.3807,              0.0004358,              0.0004358,              0.0004358
                    160,                0.31062,                0.25102,                0.93648,                0.91259,                0.90804,                 0.9282,                0.70357,                0.87907,                0.56137,                 1.3437,              0.0004259,              0.0004259,              0.0004259
                    161,                 0.2983,                0.24844,                0.93637,                0.99819,                0.91304,                0.94992,                0.68942,                0.91354,                0.62346,                 1.3547,               0.000416,               0.000416,               0.000416
                    162,                0.30035,                0.25007,                0.93899,                0.94289,                0.91304,                0.95246,                0.70818,                 1.0064,                 0.6089,                 1.4171,              0.0004061,              0.0004061,              0.0004061
                    163,                0.30582,                0.24935,                0.93677,                0.94892,                0.91304,                0.94484,                0.70189,                 1.0487,                0.60926,                 1.4672,              0.0003962,              0.0003962,              0.0003962
                    164,                0.28081,                0.23642,                0.92843,                0.96434,                0.91304,                0.95438,                0.69257,                 1.0571,                0.57927,                 1.4847,              0.0003863,              0.0003863,              0.0003863
                    165,                0.30141,                0.25285,                0.92899,                0.94002,                0.91304,                0.95137,                0.69291,                0.99369,                0.56903,                 1.4252,              0.0003764,              0.0003764,              0.0003764
                    166,                0.29532,                0.24346,                  0.933,                0.95423,                 0.9067,                 0.9617,                0.69209,                 1.0668,                0.59172,                 1.5019,              0.0003665,              0.0003665,              0.0003665
                    167,                0.29288,                0.23401,                0.93646,                0.90732,                0.91304,                0.95451,                0.70595,                0.98437,                0.58138,                  1.425,              0.0003566,              0.0003566,              0.0003566
                    168,                0.27958,                0.23195,                0.93168,                0.92379,                0.91304,                0.95617,                0.67215,                0.98817,                0.53732,                 1.4531,              0.0003467,              0.0003467,              0.0003467
                    169,                0.27506,                0.23284,                0.90754,                0.93277,                0.86957,                0.94417,                0.66953,                  1.001,                0.60691,                 1.4676,              0.0003368,              0.0003368,              0.0003368
